appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
24127,Trucker 2,2015-08-14,1,Silden,Play Publishing,windows,0,Single-player;Partial Controller Support,Racing;Simulation,Simulation;Racing,0,2,13,0,0,0-20000,1.99
24128,Trucking,2019-02-27,1,Another world,Another world,windows,0,Single-player,Indie;Simulation;Early Access,Early Access;Indie;Simulation,0,4,0,0,0,0-20000,12.39
24129,Trucks & Trailers,2014-06-04,1,SCS Software,SCS Software,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Indie;Simulation,Simulation;Indie;Driving,35,227,122,0,0,200000-500000,3.99
24130,True Blades™,2017-05-29,1,Gamerizon Studio Inc.,Gamerizon Studio Inc.,windows,0,Single-player,Violent;Action;Adventure;RPG;Strategy;Early Access,Early Access;Adventure;Strategy,0,10,11,0,0,0-20000,18.99
24131,True Bliss,2015-05-22,1,Artur Mandas,KISS ltd,windows,0,Single-player,Casual;Indie,Indie;Casual,0,30,45,0,0,50000-100000,4.99
24132,True Fear: Forsaken Souls,2016-10-19,1,Goblinz,The Digital Lounge,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Casual,Adventure;Hidden Object;Horror,40,343,36,0,0,0-20000,5.99
24133,True Fear: Forsaken Souls Part 2,2018-11-02,1,Goblinz,The Digital Lounge,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual,Adventure;Casual;Horror,31,133,18,0,0,0-20000,7.19
24134,True Love ～Confide to the Maple～,2016-10-05,1,SP-time,SP-time,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Visual Novel;Casual;Indie,24,773,167,152,162,0-20000,8.99
24135,True Lover's Knot,2015-11-19,1,Sapphire Dragon Productions,Sapphire Dragon Productions,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation,Visual Novel;Anime;Great Soundtrack,4,51,59,521,521,20000-50000,5.19
24136,Truffle Saga,2014-06-06,1,Colossal Games,KISS ltd,windows;mac,0,Single-player,Action;Adventure;Casual;Indie,Casual;Action;Indie,0,33,58,0,0,50000-100000,1.69
24137,Trulon: The Shadow Engine,2016-03-01,1,Kyy Games,Headup Games,windows;mac;linux,0,Single-player;Steam Achievements,Indie;RPG;Strategy,RPG;Indie;Female Protagonist,15,38,18,0,0,0-20000,14.99
24138,Trump Simulator 2017,2017-02-11,1,Brimo Studio;Sacred Walrus,Brimo Studio;Sacred Walrus,windows,0,Single-player;Steam Trading Cards,Action;Casual;Indie;Simulation,Indie;Casual;Action,0,88,96,200,235,200000-500000,0.79
24139,Trump Simulator VR,2016-10-27,1,Christine Barron,"The Family Collective, LLC",windows,0,Single-player,Casual;Simulation,Simulation;Casual;Memes,0,45,13,0,0,0-20000,0.79
24140,TrumPiñata,2016-07-22,1,KittyPup Productions,JH Dinsdale LTD,windows,0,Single-player,Simulation,Simulation;Memes;VR,0,14,11,0,0,0-20000,0.79
24141,Trumpy Wall,2018-08-10,1,Tarkin Studios,Dikobraz Games,windows,0,Single-player,Action;Casual;Indie;Racing,Casual;Action;Indie,0,1,1,0,0,0-20000,3.99
24142,Trundle,2017-07-31,1,Tyler Paulley;Devin Rataiczak,Tyler Paulley,windows,0,Single-player,Indie,Indie,0,1,0,0,0,0-20000,0.79
24143,Truth Of Falchion,2018-07-26,1,Modii Games,Modii Games int.,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG;Strategy,RPG;Action;Casual,0,5,4,0,0,0-20000,2.89
24144,Truth: Disorder,2017-12-05,1,JustE AAN,JustE Publishing,windows;mac;linux,0,Single-player;Steam Achievements,Indie,Indie;Visual Novel;Anime,17,19,18,0,0,0-20000,1.69
24145,Truth: Disorder II,2018-05-02,1,JustE A,JustE Publishing,windows;mac;linux,0,Single-player;Steam Achievements,Indie,Indie;Visual Novel;Sci-fi,28,1,5,0,0,0-20000,1.69
24146,Truth: Disorder III — Gemini / 真実：障害III - 双子座,2019-04-24,1,ReallyS,JustE Publishing,windows;mac;linux,0,Single-player;Steam Achievements,Indie,Violent;Sexual Content;Indie,5,4,2,0,0,0-20000,2.89
24147,Try Hard Parking,2017-01-03,1,gearspecs,gearspecs,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Indie;Racing;Simulation,Indie;Simulation;Racing,18,62,15,0,0,0-20000,1.59
24148,Try To Fall Asleep,2019-03-08,1,AmberDrop,AmberDrop,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie;Simulation;Early Access,Early Access;Action;Horror,0,12,0,0,0,0-20000,9.29
24149,Try to seize me,2018-04-17,1,Ardoetia Productions,Ardoetia Productions,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,26,4,1,0,0,0-20000,1.69
24150,Try To Survive,2019-04-03,1,Kiddy,Kiddy,windows,0,Single-player,Action;Adventure;Indie;Simulation,Action;Indie;Adventure,0,12,13,0,0,0-20000,0.79
24151,TRYON,2017-09-14,1,Another Noname,Another Noname,windows,0,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,0,5,0,0,0,0-20000,0.79
24152,Tryst,2012-09-14,1,BlueGiant Interactive,BlueGiant Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Strategy,Strategy;Action;Indie,61,10,36,30,30,0-20000,11.99
24153,TSA Frisky,2018-05-17,1,Out There Entertainment,Out There Entertainment,windows,0,Single-player;Captions available,Indie;Simulation,Simulation;Indie;VR,0,8,6,0,0,0-20000,5.19
24154,TSIOQUE,2018-11-07,1,OhNoo Studio;Smile,OhNoo Studio,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Point & Click;Story Rich,31,509,8,0,0,0-20000,10.99
24155,Tsukumogami,2012-05-31,0,TORaIKI,Fruitbat Factory,windows,0,Single-player,Adventure;Indie;RPG,RPG;Indie;Adventure,49,33,17,0,0,50000-100000,22.99
24156,Tsukumono / つくもの / 付者,2019-01-03,1,shinryu,shinryu,windows,0,Single-player;Online Multi-Player,Action;Casual;Indie,Action;Indie;Casual,22,13,1,0,0,0-20000,3.99
24157,Tsumi,2019-04-12,1,Team Overbloom,Team Overbloom,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Hack and Slash,11,9,0,0,0,0-20000,1.69
24158,Tsundere Idol,2018-05-29,1,Norn / Miel,Cherry Kiss Games,windows,0,Single-player;Steam Achievements,Adventure,Nudity;Sexual Content;Adventure,10,18,10,0,0,0-20000,7.19
24159,TT Isle of Man,2018-03-27,1,KT Racing,Bigben Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Racing;Simulation,Simulation;Racing;Multiplayer,31,463,205,0,0,20000-50000,34.99
24160,TTV2,2017-09-11,1,Walter Machado,Walter Machado,windows;linux,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action;Retro,5,63,6,0,0,0-20000,0.79
24161,Tube Tycoon,2018-03-28,1,Teal Fire,Teal Fire,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Casual;Simulation;Strategy,34,146,73,0,0,0-20000,8.29
24162,TublerVR,2018-10-29,1,Reto Kolly,SiliconWetware,windows,0,Single-player,Action;Adventure;Casual;Indie;Simulation;Strategy,Strategy;Action;Indie,0,0,2,0,0,0-20000,10.99
24163,Tubular Rift,2018-04-06,1,Boogie Down Games llc,Boogie Down Games llc,windows,0,Single-player;Partial Controller Support,Action;Indie;Racing;Early Access,Early Access;Action;Indie,0,2,1,0,0,0-20000,3.99
24164,Tuebor: I Will Defend,2017-04-01,1,"Strength in Numbers Studios, Inc","Strength in Numbers Studios, Inc",windows,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases;Partial Controller Support;Stats,Action;Casual;Indie;Sports;Early Access,Early Access;Sports;Action,0,39,15,0,0,0-20000,18.99
24165,Tulpa,2015-01-29,1,Encryptique,Rising Star Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Indie;Surreal;Puzzle,10,103,93,127,127,20000-50000,7.99
24166,TumbleSeed,2017-05-02,1,Benedict Fritz;Greg Wohlwend;Joel Corelitz;David Laskey;Jenna Blazevich,aeiowu,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,13,137,38,5,9,20000-50000,10.99
24167,Tumblestone,2016-07-12,1,The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,windows;mac;linux,0,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Strategy,Indie;Casual;Action,28,707,196,466,496,200000-500000,18.99
24168,Tumbleweed Express,2016-05-31,1,"The Dirigiballers, LLC","The Dirigiballers, LLC",windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,19,87,11,0,0,0-20000,2.89
24169,Tunche: Arena,2019-01-18,1,LEAP Game Studios,HypeTrain Digital,windows,0,Single-player;Co-op;Local Co-op;Steam Achievements;Full controller support,Action;Free to Play;Indie,Free to Play;Action;Indie,24,150,23,0,0,50000-100000,0.0
24170,Tunescape,2018-01-23,1,Tunescape LLC,Tunescape LLC,windows,0,Single-player;Full controller support,Casual;Indie;Early Access,Early Access;Indie;Casual,0,0,1,0,0,0-20000,7.19
24171,Tungulus,2017-07-11,1,mangamengine,mangamengine,windows,0,Single-player;Steam Trading Cards,Indie,Indie;Horror,0,17,19,233,233,50000-100000,1.59
24172,Tunnel B1,2018-04-13,1,NEON;Piko Interactive,Throwback Entertainment,windows,0,Single-player,Action;Racing;Simulation,Action;Simulation;Racing,0,5,7,0,0,0-20000,5.19
24173,TUNNEL DIVERS,2018-07-06,1,Spasman Games,Spasman Games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Workshop;Stats;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Indie;Action,20,98,8,10,10,20000-50000,0.0
24174,Tunnel Rats,2009-05-15,1,Replay Studios,Boll AG,windows,0,Single-player,Action,Action;FPS,0,11,19,0,0,0-20000,15.99
24175,Tunnel Runner VR,2017-07-10,1,Mocove Studio,Mocove Studio,windows,0,Single-player;Full controller support,Casual;Simulation,Casual;Simulation;VR,0,0,1,0,0,0-20000,1.99
24176,Tunnels of Despair,2018-03-16,1,BearFighterDev,BearFighterDev,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,11,26,12,0,0,0-20000,2.09
24177,Tupã,2017-07-29,1,André Bertaglia,André Bertaglia,windows,0,Single-player;Full controller support,Action;Adventure;Casual;Indie,Adventure;Casual;Action,0,6,1,0,0,0-20000,1.69
24178,Turba,2010-07-01,1,Binary Takeover,Binary Takeover,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Casual;Indie,Casual;Indie;Music,21,46,83,14,14,50000-100000,3.49
24179,Turbo Dismount™,2014-05-21,1,Secret Exit Ltd.,Secret Exit Ltd.,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Simulation,Funny;Simulation;Physics,23,3800,346,295,391,200000-500000,6.99
24180,Turbo Pug,2015-11-09,1,Space Cat Studios;SnowFlame;Back To Basics Gaming,Back To Basics Gaming,windows,0,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Pixel Graphics,0,3041,310,224,228,500000-1000000,0.79
24181,Turbo Pug 3D,2016-09-20,1,Wulo Games;DEADBIT,Back To Basics Gaming,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Cute,8,190,101,212,218,200000-500000,1.59
24182,Turbo Pug DX,2016-09-26,1,SnowFlame;Back To Basics Gaming,Back To Basics Gaming,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Includes level editor,Casual;Indie,Indie;Casual;Runner,27,1160,348,219,234,1000000-2000000,0.79
24183,Turbo Soccer VR,2018-06-14,1,Dodo4Story Games,Dodo4Story Games,windows,0,Single-player,Action;Casual;Indie;Simulation;Sports,Sports;Indie;Simulation,0,3,0,0,0,0-20000,7.19
24184,Turbo Tunnel,2018-06-01,1,Tall James Games,Tall James Games,windows,0,Single-player;Partial Controller Support,Free to Play;Indie;Racing,Free to Play;Racing;Indie,0,94,14,0,0,20000-50000,0.0
24185,TurbOT Racing,2018-04-13,1,creasso,creasso,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie;Racing,Action;Indie;Racing,20,4,2,0,0,0-20000,0.79
24186,TURGUL: RAPID FIGHTING,2016-12-19,1,dynamicsoulworks,OtakuMaker.com,windows;mac;linux,0,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG;Sports,Action;Adventure;Indie,0,0,2,0,0,0-20000,0.79
24187,Turing Tumble VR,2018-08-01,1,Dreamflake,Dreamflake,windows,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Indie,0,2,0,0,0,0-20000,5.79
24188,Turmoil,2016-06-02,1,Gamious,Gamious,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Simulation;Strategy;Management,31,3154,359,278,242,200000-500000,6.99
24189,"Turn the mirror, please.",2018-12-01,1,Sunrise9,Sunrise9,windows,0,Single-player,Casual;Indie,Indie;Casual,0,1,2,0,0,0-20000,0.79
24190,Turn up jeans,2018-06-02,1,Anime squad,Anime squad,windows,0,Single-player;Steam Achievements,Indie;Simulation,Indie;Simulation,52,3,1,0,0,0-20000,0.79
24191,Turn your Destiny,2017-06-28,1,Flying Kiwi,Flying Kiwi,windows,0,Single-player,Casual;Indie,Indie;Casual;Puzzle,0,0,1,0,0,0-20000,1.99
24192,Turn-Based Champion,2018-06-02,1,Searchlight Games,Searchlight Games,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Cloud,Indie;RPG,Indie;RPG;Turn-Based,0,4,1,0,0,0-20000,3.99
24193,Turner,2016-07-15,1,Bean Boy Games,Bean Boy Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Adventure,13,41,3,0,0,0-20000,1.99
24194,TurnOn,2016-06-01,1,Brainy Studio LLC,Brainy Studio LLC,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie,Adventure;Indie;Casual,82,272,55,0,0,20000-50000,10.99
24195,Turnover,2015-12-15,1,Long Division LLC,Long Division LLC,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,19,26,6,0,0,0-20000,3.99
24196,TurnSignal,2017-08-28,1,Ben Otter,Otter-Co,windows,0,Steam Cloud,Software Training;Utilities,Utilities;Software Training;VR,0,138,5,0,0,20000-50000,0.0
24197,TurnTack,2018-12-10,1,Geuluteogi,Geuluteogi,windows,0,Single-player;Steam Cloud,Adventure;Indie;Early Access,Early Access;Indie;Adventure,9,6,1,0,0,0-20000,7.19
24198,Turok,2015-12-17,1,Iguana Entertainment;Nightdive Studios,Nightdive Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Action;FPS;Dinosaurs,10,1614,73,2092,2092,50000-100000,14.99
24199,Turok 2: Seeds of Evil,2017-03-16,1,Iguana Entertainment;Nightdive Studios,Nightdive Studios,windows;mac;linux,0,Single-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure,Action;FPS;Classic,14,983,58,0,0,50000-100000,14.99
24200,Turret Architect,2016-11-28,1,Red Matter Studio,Red Matter Studio,windows,0,Single-player;Steam Trading Cards,Casual;Simulation;Early Access,Early Access;Casual;Simulation,0,25,24,254,258,0-20000,0.79
24201,Turret Sector,2017-08-07,1,Kittik Game Studio,Kittik Game Studio,windows,0,Single-player,Action;Indie;Strategy,Indie;Strategy;Action,0,2,3,0,0,0-20000,4.99
24202,TURRET SYNDROME VR,2018-01-25,1,Genesz,Genesz,windows,0,Single-player,Action;Indie;Strategy;Early Access,Early Access;Strategy;Action,0,4,1,0,0,0-20000,5.79
24203,Turret Tech,2018-08-02,1,LillyWelland inc.,Bitlock Studio,windows,0,Single-player,Action;Adventure,Action;Adventure,0,21,10,0,0,0-20000,4.79
24204,TurretCraft,2017-04-05,1,Antropi,Antropi,windows,0,Online Multi-Player;Online Co-op,Indie;Strategy,Strategy;Indie;Tower Defense,0,7,3,0,0,0-20000,7.19
24205,TurretMaster,2017-11-28,1,Hikati Games,Hikati Games LLC,windows,0,Single-player;Stats;Includes level editor,Indie;Strategy;Early Access,Early Access;Strategy;Indie,0,4,0,0,0,0-20000,2.09
24206,Turtle Lu,2018-03-22,1,Falco Software,OtakuMaker SARL,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0,1,3,0,0,0-20000,2.99
24207,Turtle Odyssey,2015-10-21,1,Realore,Qumaron,windows,0,Single-player,Action;Adventure;Casual,Action;Casual;Adventure,0,36,2,0,0,0-20000,1.99
24208,Turtle Quest,2017-11-06,1,Spike Productions,Spike Productions,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;Simulation,Action;Adventure;Indie,45,3,1,0,0,0-20000,2.89
24209,Turtle: Voidrunner,2017-10-26,1,Grey Gods,Grey Gods,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,5,2,0,0,0-20000,0.0
24210,TV Trouble,2016-10-24,1,SUPERCORE Games,zerofiftyone,windows,0,Single-player;Full controller support,Indie,Indie;Puzzle;Arcade,9,25,8,0,0,0-20000,0.0
24211,TV189,2018-11-30,1,Toby Clark,Trollbae Studios,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Action;Indie,0,7,1,0,0,0-20000,0.79
24212,Tvori,2016-08-25,1,Tvori,Tvori,windows,0,Includes level editor,Animation & Modeling;Design & Illustration;Utilities;Video Production;Early Access,Early Access;Animation & Modeling;Utilities,0,32,6,0,0,0-20000,15.49
24213,TwelveSky2 Classic,2017-01-27,1,SG Data,RedFox Games,windows,0,Online Multi-Player;MMO;In-App Purchases,Action;Free to Play;Massively Multiplayer,Massively Multiplayer;Free to Play;Action,0,82,51,0,0,50000-100000,0.0
24214,Twickles,2017-09-28,1,Neox Studios,Assemble Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Simulation,Casual;Indie;Simulation,9,25,1,0,0,0-20000,4.99
24215,Twilight City: Love as a Cure,2015-12-18,1,Meridian'93,1C Entertainment,windows,0,Single-player,Adventure;Casual,Casual;Adventure;Point & Click,0,36,15,0,0,20000-50000,4.99
24216,Twilight on Yulestead,2018-04-13,1,Nuts and Volts Electronics,Nuts and Volts Electronics,windows,0,Single-player;Partial Controller Support,Adventure;Casual;Indie;RPG,Adventure;RPG;Indie,0,0,1,0,0,0-20000,5.79
24217,Twilight Path,2018-10-02,1,Charm Games,Charm Games,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Indie;Casual,10,50,8,0,0,0-20000,11.39
24218,Twilight Phenomena: The Incredible Show Collector's Edition,2018-04-09,1,ERS G Studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
